"Event","Time","TotalJobs"
"Service","11544.804311552625","1"
"Service","11560.199831770147","0"
"Service","11595.302352385033","2"
"Service","11597.267559725135","1"
"Service","11616.099433626994","1"
"Service","11628.958978698003","0"
"Service","11773.191863063965","2"
"Service","11781.832123716651","2"
"Service","11794.056311982038","2"
"Service","11806.806010241571","2"
"Service","11826.262062874488","1"
"Service","11834.76164744154","1"
"Service","11854.867998696216","0"
"Service","11877.694802054495","0"
"Service","11931.673384536207","3"
"Service","11950.751776440624","2"
"Service","11953.44587657708","1"
"Service","11978.711940275685","3"
"Service","11980.028357330566","2"
"Service","11997.733459280838","1"
"Service","12014.760300824037","0"
"Service","12068.358025454902","0"
"Service","12093.032727902306","1"
"Service","12118.354834213627","0"
"Service","12150.948771662048","1"
"Service","12158.225501467838","2"
"Service","12176.46818848389","2"
"Service","12180.792930425003","1"
"Service","12193.574821319467","1"
"Service","12210.228409609213","1"
"Service","12211.794119663271","0"
"Service","12246.923441840987","1"
"Service","12268.44710293025","1"
"Service","12277.29077282371","0"
"Service","12310.708596945571","1"
"Service","12322.126147398809","3"
"Service","12330.965031783833","2"
"Service","12350.573730306363","3"
"Service","12356.97034824369","2"
"Service","12375.749470240147","2"
"Service","12378.06691586276","1"
"Service","12402.365428565363","1"
"Service","12406.731430999482","0"
"Service","12449.987122891556","3"
"Service","12452.69934697518","2"
"Service","12471.58913119631","1"
"Service","12477.981994125937","0"
"Service","12520.596917136869","2"
"Service","12532.441439264472","2"
"Service","12548.42465624008","1"
"Service","12560.142972934773","1"
"Service","12583.180500001623","1"
"Service","12600.68548607211","1"
"Service","12619.849457452587","2"
"Service","12628.173372640074","1"
"Service","12637.847661562497","1"
"Service","12663.191758810899","0"
"Service","12701.632920416012","0"
"Service","12735.25447554622","1"
"Service","12757.823793124271","1"
"Service","12773.589062188368","2"
"Service","12783.644133681555","1"
"Service","12802.910977729563","0"
"Service","12840.657899047668","4"
"Service","12856.518308631628","2"
"Service","12869.172402961856","4"
"Service","12886.723455155077","4"
"Service","12902.543612623947","3"
"Service","12908.480007164131","2"
"Service","12934.839305385713","4"
"Service","12937.16014059124","4"
"Service","12957.082608096329","5"
"Service","12960.941262786142","3"
"Service","12976.078320827153","3"
"Service","12985.876027031036","3"
"Service","12997.763366682022","2"
"Service","13015.421513330764","1"
"Service","13024.057066403066","0"
"Service","13095.674916432214","0"
"Service","13113.580848518724","0"
"Service","13146.519257137437","1"
"Service","13155.866718644851","0"
"Service","13200.0453559122","1"
"Service","13207.496729724991","3"
"Service","13224.749823032895","3"
"Service","13232.28881926499","2"
"Service","13259.161249823494","4"
"Service","13260.864120851704","4"
"Service","13283.0105424589","3"
"Service","13293.793109046503","2"
"Service","13309.373388054852","3"
"Service","13314.228511583136","2"
"Service","13338.428731852957","2"
"Service","13340.806672540142","2"
"Service","13360.878577214733","2"
"Service","13364.201691057433","1"
"Service","13385.873903956694","0"
"Service","13438.334615573433","0"
"Service","13473.594196522617","2"
"Service","13478.126843066377","1"
"Service","13500.13589771238","1"
"Service","13502.921995445651","0"
"Service","13590.937118537953","3"
"Service","13600.104707165636","2"
"Service","13617.948676710126","2"
"Service","13632.765117356934","1"
"Service","13650.801410959504","0"
"Service","13686.622589793715","2"
"Service","13696.516497348191","1"
"Service","13719.096128819127","0"
"Service","13757.345935611324","2"
"Service","13777.4258502215","2"
"Service","13783.374637328598","2"
"Service","13805.604332122786","1"
"Service","13808.147829916832","1"
"Service","13828.725322762795","2"
"Service","13837.738172268877","2"
"Service","13851.508760750286","2"
"Service","13854.586173680425","1"
"Service","13874.821297045775","3"
"Service","13893.147352026454","2"
"Service","13894.475998906786","1"
"Service","13916.133057054469","2"
"Service","13931.07097756446","1"
"Service","13937.290025112636","0"
"Service","13960.712526814594","3"
"Service","13971.830225587792","3"
"Service","13978.667796631347","2"
"Service","14005.119960812974","3"
"Service","14011.29023873975","3"
"Service","14029.582106874233","3"
"Service","14045.081223468198","2"
"Service","14050.340656999731","1"
"Service","14067.901653438703","2"
"Service","14079.28227604386","1"
"Service","14090.810602264793","0"
"Service","14175.502956578875","1"
"Service","14191.69551833219","1"
"Service","14193.705799575884","0"
"Service","14223.693904435153","2"
"Service","14244.697565980057","2"
"Service","14251.890407747154","2"
"Service","14264.003960616496","2"
"Service","14272.615824525665","1"
"Service","14289.405781415639","2"
"Service","14298.736419818062","2"
"Service","14319.5944111204","3"
"Service","14329.80766480141","2"
"Service","14350.88519645561","4"
"Service","14357.896180608735","4"
"Service","14377.767620926837","4"
"Service","14379.462905590759","3"
"Service","14393.705256386385","2"
"Service","14403.05308357338","2"
"Service","14421.536222584476","2"
"Service","14425.369614090097","1"
"Service","14448.370777430197","1"
"Service","14472.039604676462","3"
"Service","14477.594056758086","3"
"Service","14495.142187466163","4"
"Service","14500.396027960269","3"
"Service","14522.772108545238","2"
"Service","14524.426069726138","1"
"Service","14553.318916959548","1"
"Service","14560.86355118267","2"
"Service","14576.540239811064","1"
"Service","14581.707337215754","0"
